FIPS,County,State,Population,Lat,Long_
20021,Cherokee,Kansas,19939,37.16928494,-94.8462897
37039,Cherokee,North Carolina,28612,35.1349263,-84.05970864
40021,Cherokee,Oklahoma,48657,35.90692775,-94.99980896
45021,Cherokee,South Carolina,57300,35.05122251,-81.61828622
48073,Cherokee,Texas,52646,31.837258,-95.16559897
31031,Cherry,Nebraska,5689,42.54502621,-101.1244332
51550,Chesapeake,Virginia,244835,36.67670048,-76.30545744
33005,Cheshire,New Hampshire,76085,42.92015988,-72.25311043
42029,Chester,Pennsylvania,524989,39.97291773,-75.74768357
45023,Chester,South Carolina,32244,34.69249168,-81.1583216
47023,Chester,Tennessee,17297,35.42527478,-88.6095842
45025,Chesterfield,South Carolina,45650,34.64137396,-80.15640140000002
51041,Chesterfield,Virginia,352802,37.37373208,-77.58680140000001
8017,Cheyenne,Colorado,1831,38.82777431,-102.6032558
20023,Cheyenne,Kansas,2657,39.78580976,-101.7318201
31033,Cheyenne,Nebraska,8910,41.21999357,-102.9941693
19037,Chickasaw,Iowa,11933,43.06001295,-92.31773347
28017,Chickasaw,Mississippi,17103,33.91983202,-88.9481545
5017,Chicot,Arkansas,10118,33.26458973,-91.29539209
48075,Childress,Texas,7306,34.529304100000004,-100.2077916
1021,Chilton,Alabama,44428,32.85044126,-86.7173256
26033,Chippewa,Michigan,37349,46.29552653,-84.54353449
27023,Chippewa,Minnesota,11800,45.02343421,-95.56403693
55017,Chippewa,Wisconsin,64658,45.06939744,-91.28068855
27025,Chisago,Minnesota,56579,45.5021011,-92.90861945
50007,Chittenden,Vermont,163774,44.46322849,-73.08359212
1023,Choctaw,Alabama,12589,32.02227341,-88.26564429999998
28019,Choctaw,Mississippi,8210,33.34598242,-89.24809382
40023,Choctaw,Oklahoma,14672,34.02807439,-95.54771129
30015,Chouteau,Montana,5635,47.88084126,-110.4353362
37041,Chowan,North Carolina,13943,36.12908077,-76.60118385
17021,Christian,Illinois,32304,39.54581621,-89.27780482
21047,Christian,Kentucky,70461,36.89267803,-87.49055367
29043,Christian,Missouri,88595,36.9711783,-93.18537118
32001,Churchill,Nevada,24909,39.58105744,-118.3394607
35006,Cibola,New Mexico,26675,34.91131525,-107.998876
40025,Cimarron,Oklahoma,2137,36.74817177,-102.5173885
12017,Citrus,Florida,149657,28.84804315,-82.47614748
41005,Clackamas,Oregon,418187,45.18787398,-122.2179634
28021,Claiborne,Mississippi,8988,31.97061673,-90.90702196
47025,Claiborne,Tennessee,31959,36.48319149,-83.65947309
22027,Claiborne,Louisiana,15670,32.82308512,-92.99526883
53009,Clallam,Washington,77331,48.04754642,-123.9226319
26035,Clare,Michigan,30950,43.98794227,-84.84819859999998
45027,Clarendon,South Carolina,33745,33.66610974,-80.21647898
42031,Clarion,Pennsylvania,38438,41.19265812,-79.42413524
5019,Clark,Arkansas,22320,34.04613432,-93.17484713
16033,Clark,Idaho,845,44.28496071,-112.3505704
17023,Clark,Illinois,15441,39.33425789,-87.78705622
18019,Clark,Indiana,118302,38.48015445,-85.70510334
20025,Clark,Kansas,1994,37.23577007,-99.81883015
21049,Clark,Kentucky,36263,37.9689263,-84.14615986
29045,Clark,Missouri,6797,40.41040752,-91.73661677
32003,Clark,Nevada,2266715,36.21458855,-115.0130241
39023,Clark,Ohio,134083,39.91592258,-83.78498252
46025,Clark,South Dakota,3736,44.85834507,-97.72925109
53011,Clark,Washington,488241,45.77568046,-122.4829204
55019,Clark,Wisconsin,34774,44.73483377,-90.61207486
1025,Clarke,Alabama,23622,31.68099859,-87.83548597
13059,Clarke,Georgia,128331,33.95436462,-83.37124007
19039,Clarke,Iowa,9395,41.02868181,-93.78499767
28023,Clarke,Mississippi,15541,32.04158545,-88.68896219999998
51043,Clarke,Virginia,14619,39.11271747,-77.99199425
41007,Clatsop,Oregon,40224,45.99712889,-123.660711
1027,Clay,Alabama,13235,33.26984193,-85.85836077
5021,Clay,Arkansas,14551,36.36826212,-90.4148172
12019,Clay,Florida,219252,29.98319144,-81.85609986
13061,Clay,Georgia,2834,31.62221166,-84.97713865
17025,Clay,Illinois,13184,38.75388572,-88.48914513
18021,Clay,Indiana,26225,39.39561833,-87.11723506
19041,Clay,Iowa,16016,43.08247182,-95.15096481
20027,Clay,Kansas,8002,39.34948772,-97.16518128
21051,Clay,Kentucky,19901,37.16451126,-83.712575
27027,Clay,Minnesota,64222,46.89289518,-96.48761922
28025,Clay,Mississippi,19316,33.65358105,-88.77784255
29047,Clay,Missouri,249948,39.31132056,-94.41850862
31035,Clay,Nebraska,6203,40.52439441,-98.05126296
37043,Clay,North Carolina,11231,35.05704275,-83.74353633
46027,Clay,South Dakota,14070,42.91296147,-96.97656917
47027,Clay,Tennessee,7615,36.55151008,-85.53930419
48077,Clay,Texas,10471,33.78686685,-98.20771198
54015,Clay,West Virginia,8508,38.46231092,-81.07652217
13063,Clayton,Georgia,292256,33.54187245,-84.35594188
19043,Clayton,Iowa,17549,42.84443388,-91.34133693
8019,Clear Creek,Colorado,9700,39.68864463,-105.6463118
42033,Clearfield,Pennsylvania,79255,41.00110782,-78.47592663
16035,Clearwater,Idaho,8756,46.67459924,-115.6622393
27029,Clearwater,Minnesota,8818,47.57992111,-95.37790562
1029,Cleburne,Alabama,14910,33.67679204,-85.52005899
5023,Cleburne,Arkansas,24919,35.53864922,-92.02640019
39025,Clermont,Ohio,206428,39.04847534,-84.15375786
5025,Cleveland,Arkansas,7956,33.89723187,-92.18537045
37045,Cleveland,North Carolina,97947,35.33553364,-81.55204486
40027,Cleveland,Oklahoma,284014,35.20413532,-97.32519562
13065,Clinch,Georgia,6618,30.91395822,-82.70432472
17027,Clinton,Illinois,37562,38.60704876,-89.42385254
18023,Clinton,Indiana,32399,40.30319754,-86.47277257
19045,Clinton,Iowa,46429,41.89981633,-90.53275096
21053,Clinton,Kentucky,10218,36.72581156,-85.13377529
26037,Clinton,Michigan,79595,42.94400871,-84.60145248
29049,Clinton,Missouri,20387,39.6013098,-94.40465394
36019,Clinton,New York,80485,44.74530905,-73.67875352
39027,Clinton,Ohio,41968,39.41485808,-83.80852286
42035,Clinton,Pennsylvania,38632,41.23255967,-77.63785995
20029,Cloud,Kansas,8786,39.48028352,-97.64925343
28027,Coahoma,Mississippi,22124,34.22772299,-90.60415045
40029,Coal,Oklahoma,5495,34.58840127,-96.29798747
13067,Cobb,Georgia,760141,33.94243204,-84.5761255
4003,Cochise,Arizona,125922,31.87934684,-109.7516088
48079,Cochran,Texas,2853,33.60425307,-102.8284499
47029,Cocke,Tennessee,36004,35.9278914,-83.11828725
4005,Coconino,Arizona,143476,35.83883429,-111.7707178
46029,Codington,South Dakota,28009,44.97788119,-97.18827677
1031,Coffee,Alabama,52342,31.39932826,-85.98901039
13069,Coffee,Georgia,43273,31.54892966,-82.85492059999999
47031,Coffee,Tennessee,56520,35.49090731,-86.07311784
20031,Coffey,Kansas,8179,38.2365018,-95.73379515
48081,Coke,Texas,3387,31.88911733,-100.5297533
1033,Colbert,Alabama,55241,34.69847452,-87.80168544
29051,Cole,Missouri,76745,38.50455671,-92.27860244
48083,Coleman,Texas,8175,31.76736834,-99.45240766
17029,Coles,Illinois,50621,39.51949084,-88.22358557
31037,Colfax,Nebraska,10709,41.57486951,-97.0868542
35007,Colfax,New Mexico,11941,36.60569702,-104.64726740000002
45029,Colleton,South Carolina,37677,32.87582989,-80.67641292
12021,Collier,Florida,384902,26.11091986,-81.34687065
48085,Collin,Texas,1034730,33.18820114,-96.57264368
48087,Collingsworth,Texas,2920,34.96489496,-100.2700111
51570,Colonial Heights,Virginia,17370,37.26420587,-77.39609676
48089,Colorado,Texas,21493,29.622098,-96.5273805
13071,Colquitt,Georgia,45600,31.18810588,-83.7677946
5027,Columbia,Arkansas,23457,33.21230701,-93.22642793
12023,Columbia,Florida,71686,30.22509788,-82.62160164
13073,Columbia,Georgia,156714,33.54534185,-82.263524
36021,Columbia,New York,59461,42.24819348,-73.63089095
41009,Columbia,Oregon,52354,45.94464254,-123.0890898
42037,Columbia,Pennsylvania,64964,41.04821986,-76.40565017
53013,Columbia,Washington,3985,46.29442881,-117.9051983
55021,Columbia,Wisconsin,57532,43.46492199,-89.33589004
39029,Columbiana,Ohio,101883,40.76932373,-80.78094576
37047,Columbus,North Carolina,55508,34.26744084,-78.65801424
6011,Colusa,California,21547,39.17881957,-122.2331726
48091,Comal,Texas,156209,29.80811278,-98.27647225
20033,Comanche,Kansas,1700,37.19114520000001,-99.27113247
40031,Comanche,Oklahoma,120749,34.65973764,-98.47195055
48093,Comanche,Texas,13635,31.94854689,-98.55876441
48095,Concho,Texas,2726,31.32635934,-99.86473038
22029,Concordia,Louisiana,19259,31.44817835,-91.63814433
1035,Conecuh,Alabama,12067,31.43401703,-86.99320044
8021,Conejos,Colorado,8205,37.201606,-106.19174879999998
6013,Contra Costa,California,1153526,37.91923498,-121.9289527
56009,Converse,Wyoming,13822,42.97272268,-105.5081848
5029,Conway,Arkansas,20846,35.26205537,-92.70506566
13075,Cook,Georgia,17270,31.16068491,-83.42947229
17031,Cook,Illinois,5150233,41.84144849,-87.81658794
27031,Cook,Minnesota,5463,47.90504893,-90.52629546
48097,Cooke,Texas,41257,33.63979567,-97.21240912
29053,Cooper,Missouri,17709,38.844478,-92.80896081
1037,Coosa,Alabama,10663,32.93690146,-86.24847739
33007,Coos,New Hampshire,31563,44.69063265,-71.30633239
41011,Coos,Oregon,64487,43.17406868,-124.0594514
28029,Copiah,Mississippi,28065,31.86977774,-90.44565118
46031,Corson,South Dakota,4086,45.70889983,-101.1970473
36023,Cortland,New York,47581,42.59509207,-76.07048931
48099,Coryell,Texas,75951,31.39078397,-97.79936155
39031,Coshocton,Ohio,36600,40.30096166,-81.91729018
8023,Costilla,Colorado,3887,37.27732493,-105.4276548
48101,Cottle,Texas,1398,34.07783319,-100.2785062
40033,Cotton,Oklahoma,5666,34.28845626,-98.37053567
27033,Cottonwood,Minnesota,11196,44.00715262,-95.18138802
51580,Covington,Virginia,5538,37.7824656,-79.98631446
1039,Covington,Alabama,37049,31.2477854,-86.45050893
28031,Covington,Mississippi,18636,31.63225413,-89.55389939
13077,Coweta,Georgia,148509,33.35334302,-84.76129976
20035,Cowley,Kansas,34908,37.23781842,-96.83776647
53015,Cowlitz,Washington,110593,46.19074721,-122.6782231
40035,Craig,Oklahoma,14142,36.76268118,-95.20916602
51045,Craig,Virginia,5131,37.48133648,-80.21072274
5031,Craighead,Arkansas,110332,35.83018283,-90.63235729
48103,Crane,Texas,4797,31.43052248,-102.5143314
37049,Craven,North Carolina,102139,35.11833364,-77.08398081
5033,Crawford,Arkansas,63257,35.58928601,-94.2446814
13079,Crawford,Georgia,12404,32.71391813,-83.98061238
17033,Crawford,Illinois,18667,39.0032229,-87.75954624
18025,Crawford,Indiana,10577,38.28814402,-86.44518825
19047,Crawford,Iowa,16820,42.03718237,-95.3819718
20037,Crawford,Kansas,38818,37.50675523,-94.85245778
26039,Crawford,Michigan,14029,44.68255561,-84.61006219
29055,Crawford,Missouri,23920,37.97663738,-91.30528104
39033,Crawford,Ohio,41494,40.85065156,-82.91989099
42039,Crawford,Pennsylvania,84629,41.68447709,-80.10760592
55023,Crawford,Wisconsin,16131,43.23870316,-90.93073686
40037,Creek,Oklahoma,71522,35.90230551,-96.37086028
1041,Crenshaw,Alabama,13772,31.72941803,-86.31593104
13081,Crisp,Georgia,22372,31.92289565,-83.76811843
5035,Crittenden,Arkansas,47955,35.21247318,-90.30839406
21055,Crittenden,Kentucky,8806,37.35839237,-88.08826090000002
47033,Crockett,Tennessee,14230,35.81830662,-89.14916269
48105,Crockett,Texas,3464,30.72367027,-101.4134238
41013,Crook,Oregon,24404,44.14230227,-120.356297
56011,Crook,Wyoming,7584,44.58855102,-104.5697705
48107,Crosby,Texas,5737,33.61431553,-101.3000364
5037,Cross,Arkansas,16419,35.29631396,-90.77185818
8025,Crowley,Colorado,6061,38.32608609,-103.7844965
27035,Crow Wing,Minnesota,65055,46.48096553,-94.06755609
48109,Culberson,Texas,2171,31.44506775,-104.5185739
1043,Cullman,Alabama,83768,34.13020303,-86.86888037
51047,Culpeper,Virginia,52605,38.48199985,-77.95630870000002
17035,Cumberland,Illinois,10766,39.27432424,-88.2401158
21057,Cumberland,Kentucky,6614,36.78926125,-85.39050034
23005,Cumberland,Maine,295003,43.8370751,-70.37226999
34011,Cumberland,New Jersey,149527,39.37199394,-75.10712559
37051,Cumberland,North Carolina,335509,35.04762133,-78.82623165
42041,Cumberland,Pennsylvania,253370,40.1625372,-77.26130755
47035,Cumberland,Tennessee,60520,35.95271721,-84.99840585
51049,Cumberland,Virginia,9932,37.51328851,-78.24398086
31039,Cuming,Nebraska,8846,41.91637624,-96.78730772
37053,Currituck,North Carolina,27763,36.36123664,-75.95876401
35009,Curry,New Mexico,48954,34.57421077,-103.3468876
41015,Curry,Oregon,22925,42.45911325,-124.157282
8027,Custer,Colorado,5068,38.10883162,-105.3683478
16037,Custer,Idaho,4315,44.24186819,-114.2855494
30017,Custer,Montana,11402,46.25319932,-105.57375259999998
31041,Custer,Nebraska,10777,41.39374521,-99.72805369
40039,Custer,Oklahoma,29003,35.63853802,-99.00170785
46033,Custer,South Dakota,8972,43.67741105,-103.4534521
39035,Cuyahoga,Ohio,1235072,41.424119,-81.65918339
13083,Dade,Georgia,16116,34.854916700000004,-85.50490424
29057,Dade,Missouri,7561,37.431814,-93.8503345
49009,Daggett,Utah,950,40.999404299999995,-109.3756902
27037,Dakota,Minnesota,429021,44.67172617,-93.06299363
31043,Dakota,Nebraska,20026,42.39040144,-96.56656425
1045,Dale,Alabama,49172,31.43037123,-85.61095742
48111,Dallam,Texas,7287,36.27787176,-102.6020725
1047,Dallas,Alabama,37196,32.32688101,-87.10866709999998
5039,Dallas,Arkansas,7009,33.97042763,-92.65167437
19049,Dallas,Iowa,93453,41.68560356,-94.04127625
29059,Dallas,Missouri,16878,37.6811355,-93.02127031
48113,Dallas,Texas,2635516,32.76670599,-96.7779605
55025,Dane,Wisconsin,546695,43.06601594,-89.41733797
30019,Daniels,Montana,1690,48.78420029,-105.54763429999998
51590,Danville,Virginia,40044,36.58022376,-79.40395668
37055,Dare,North Carolina,37009,35.66520691,-75.71767334
39037,Darke,Ohio,51113,40.13412966,-84.6194517
45031,Darlington,South Carolina,66618,34.33358335,-79.96027485
42043,Dauphin,Pennsylvania,278299,40.41377078,-76.77993242
37057,Davidson,North Carolina,167609,35.79115496,-80.21256572
47037,Davidson,Tennessee,694144,36.17007426,-86.78646056
37059,Davie,North Carolina,42846,35.93099927,-80.54496571
18027,Daviess,Indiana,33351,38.70186039,-87.07185406
21059,Daviess,Kentucky,101511,37.73028906,-87.09019479999998
29061,Daviess,Missouri,8278,39.96145298,-93.98519678
19051,Davis,Iowa,9000,40.74773536,-92.41005468
49011,Davis,Utah,355481,40.99001837,-112.1139997
46035,Davison,South Dakota,19775,43.67490933,-98.14458906
31045,Dawes,Nebraska,8589,42.71985036,-103.1313774
13085,Dawson,Georgia,26108,34.44244079,-84.16964071
30021,Dawson,Montana,8613,47.26584855,-104.89444170000002
31047,Dawson,Nebraska,23595,40.87028216,-99.8201461
48115,Dawson,Texas,12728,32.74255572,-101.9477242
46037,Day,South Dakota,5424,45.367281,-97.60737498
48117,Deaf Smith,Texas,18546,34.96522957,-102.6054267
18029,Dearborn,Indiana,49458,39.14647946,-84.97333539
35011,De Baca,New Mexico,1748,34.34274529,-104.4117842
13087,Decatur,Georgia,26404,30.87967778,-84.57619536
18031,Decatur,Indiana,26559,39.30712658,-85.50087166
19053,Decatur,Iowa,7870,40.73742757,-93.78645949
20039,Decatur,Kansas,2827,39.78468441,-100.4594081
47039,Decatur,Tennessee,11663,35.60048904,-88.11043779
30023,Deer Lodge,Montana,9140,46.05953325,-113.073353
39039,Defiance,Ohio,38087,41.32398837,-84.49076944
1049,DeKalb,Alabama,71513,34.45946862,-85.80782906
13089,DeKalb,Georgia,759297,33.76944049,-84.22396017
17037,DeKalb,Illinois,104897,41.89373302,-88.76958483
18033,DeKalb,Indiana,43475,41.39804622,-84.99906934
29063,DeKalb,Missouri,12547,39.89201062,-94.40476508
47041,DeKalb,Tennessee,20490,35.97616272,-85.83689361
18035,Delaware,Indiana,114135,40.22787247,-85.39732772
19055,Delaware,Iowa,17011,42.47104597,-91.3664492
36025,Delaware,New York,44135,42.19837623,-74.96709306
39041,Delaware,Ohio,209177,40.27942393,-83.00457058
40041,Delaware,Oklahoma,43009,36.40823634,-94.80325046
42045,Delaware,Pennsylvania,566747,39.91680171,-75.40243663
6015,Del Norte,California,27812,41.74228275,-123.8974063
8029,Delta,Colorado,31162,38.86246243,-107.8631342
26041,Delta,Michigan,35784,45.90484910000001,-86.9080745
48119,Delta,Texas,5331,33.38570922,-95.66921122
2068,Denali,Alaska,2097,63.67264044,-150.0076108
29065,Dent,Missouri,15573,37.60663134,-91.50790473
48121,Denton,Texas,887207,33.20521901,-97.11691153
8031,Denver,Colorado,727211,39.76018276,-104.8725695
41017,Deschutes,Oregon,197692,43.91570171,-121.2289121
5041,Desha,Arkansas,11361,33.83011025,-91.25500948
19057,Des Moines,Iowa,38967,40.92012606,-91.18326592
12027,DeSoto,Florida,38001,27.18677893,-81.80941373
28033,DeSoto,Mississippi,184945,34.87625235,-89.99091418
22031,De Soto,Louisiana,27463,32.05457447,-93.74130302
31049,Deuel,Nebraska,1794,41.11168186,-102.3333331
46039,Deuel,South Dakota,4351,44.75994309,-96.66943645
40043,Dewey,Oklahoma,4891,35.98772922,-99.00730714
46041,Dewey,South Dakota,5892,45.15639647,-100.8709139
17039,De Witt,Illinois,15638,40.17514519,-88.90959682
48123,DeWitt,Texas,20160,29.08101855,-97.3568117
48125,Dickens,Texas,2211,33.61616822,-100.7788855
51051,Dickenson,Virginia,14318,37.12560977,-82.35124171
38021,Dickey,North Dakota,4872,46.11017712,-98.5049008
19059,Dickinson,Iowa,17258,43.37787725,-95.1510206
20041,Dickinson,Kansas,18466,38.86600962,-97.15532383
26043,Dickinson,Michigan,25239,46.00999672,-87.86961634
47043,Dickson,Tennessee,53948,36.14669837,-87.35891709
2070,Dillingham,Alaska,4916,59.79603738,-158.23819419999995
45033,Dillon,South Carolina,30479,34.39007791,-79.37741872
48127,Dimmit,Texas,10124,28.42270064,-99.75645095
51053,Dinwiddie,Virginia,28544,37.07544585,-77.63451754
11001,District of Columbia,District of Columbia,705749,38.90417773,-77.01655992
38023,Divide,North Dakota,2264,48.814938700000006,-103.4873611
12029,Dixie,Florida,16826,29.60631086,-83.15724673
31051,Dixon,Nebraska,5636,42.49188363,-96.86782408
54017,Doddridge,West Virginia,8448,39.27057157,-80.70671527
13091,Dodge,Georgia,20605,32.17265114,-83.16948926
27039,Dodge,Minnesota,20934,44.02238415,-92.86244324
31053,Dodge,Nebraska,36565,41.58071748,-96.65598179
55027,Dodge,Wisconsin,87839,43.41576662,-88.70928178
8033,Dolores,Colorado,2055,37.75208676,-108.5211585
35013,Doña Ana,New Mexico,218195,32.3948618,-106.81851999999999
20043,Doniphan,Kansas,7600,39.79067154,-95.14056866
48129,Donley,Texas,3278,34.96517499,-100.8140093
13093,Dooly,Georgia,13390,32.15630737,-83.79746561
55029,Door,Wisconsin,27668,44.95856458,-87.30002707
24019,Dorchester,Maryland,31929,38.45413522,-76.02752426
45035,Dorchester,South Carolina,162809,33.0794369,-80.40502652
13095,Dougherty,Georgia,87956,31.53328528,-84.21722377
8035,Douglas,Colorado,351154,39.33133796,-104.930001
13097,Douglas,Georgia,146343,33.70291126,-84.77026156
17041,Douglas,Illinois,19465,39.76768052,-88.21854195
20045,Douglas,Kansas,122259,38.88503636,-95.2925121
27041,Douglas,Minnesota,38141,45.93348491,-95.45335469
29067,Douglas,Missouri,13185,36.9325593,-92.49905109
31055,Douglas,Nebraska,571327,41.29518299,-96.15085305
32005,Douglas,Nevada,48905,38.912862,-119.6171333
41019,Douglas,Oregon,110980,43.27941273,-123.167291
46043,Douglas,South Dakota,2921,43.38520741,-98.36978007
53017,Douglas,Washington,43429,47.7361335,-119.692937
55031,Douglas,Wisconsin,43150,46.43222285,-91.91595768
5043,Drew,Arkansas,18219,33.59035001,-91.71777921
18037,Dubois,Indiana,42736,38.36597551,-86.87924170000002
19061,Dubuque,Iowa,97311,42.46815349,-90.88181925
49013,Duchesne,Utah,19938,40.250511700000004,-110.3762669
25007,Dukes,Massachusetts,17332,41.390394,-70.51391540000002
31057,Dundy,Nebraska,1693,40.17638677,-101.6876522
29069,Dunklin,Missouri,29131,36.27167174,-90.09122243
38025,Dunn,North Dakota,4424,47.35423935,-102.6160468
55033,Dunn,Wisconsin,45368,44.94562799,-91.8962481
17043,DuPage,Illinois,922921,41.85116968,-88.08642662
37061,Duplin,North Carolina,58741,34.93449805,-77.93140529
37063,Durham,North Carolina,321488,36.03638492,-78.87608331
36027,Dutchess,New York,294218,41.76486060000001,-73.74356679
12031,Duval,Florida,957755,30.33225875,-81.66976468
48131,Duval,Texas,11157,27.68184592,-98.50864568
47045,Dyer,Tennessee,37159,36.05931946,-89.41542855
8037,Eagle,Colorado,55127,39.62754308,-106.6933637
13099,Early,Georgia,10190,31.32155345,-84.90255207
22033,East Baton Rouge,Louisiana,440059,30.53842039,-91.09777565
22035,East Carroll,Louisiana,6861,32.73926954,-91.23425694
22037,East Feliciana,Louisiana,19135,30.84425359,-91.04976723
48133,Eastland,Texas,18360,32.32743996,-98.83243566
26045,Eaton,Michigan,110268,42.59599185,-84.83740035
55035,Eau Claire,Wisconsin,104646,44.726614,-91.28609183
13101,Echols,Georgia,4006,30.71101099,-82.89687287
48135,Ector,Texas,166223,31.86898877,-102.5429428
35015,Eddy,New Mexico,58460,32.47167456,-104.3053527
38027,Eddy,North Dakota,2287,47.71701474,-98.90432337
17045,Edgar,Illinois,17161,39.6809186,-87.74759563
37065,Edgecombe,North Carolina,51472,35.91230639,-77.59436892
45037,Edgefield,South Carolina,27260,33.77221995,-81.96231108
21061,Edmonson,Kentucky,12150,37.21218923,-86.23955613
46045,Edmunds,South Dakota,3829,45.41846445,-99.21545423
17047,Edwards,Illinois,6395,38.41353228,-88.05720863
20047,Edwards,Kansas,2798,37.88735543,-99.31263309
48137,Edwards,Texas,1932,29.98202582,-100.304252
13103,Effingham,Georgia,64296,32.36616021,-81.34280942
17049,Effingham,Illinois,34008,39.05935711,-88.58969584
8039,Elbert,Colorado,26729,39.28656773,-104.1358721
13105,Elbert,Georgia,19194,34.11302332,-82.83936148
6017,El Dorado,California,192843,38.77965956,-120.5233166
20049,Elk,Kansas,2530,37.45338105,-96.24369667
42047,Elk,Pennsylvania,29910,41.42822061,-78.64524744
18039,Elkhart,Indiana,206341,41.59761169,-85.85875695
32007,Elko,Nevada,52778,41.14531606,-115.3577619
21063,Elliott,Kentucky,7517,38.11624059,-83.09771563
20051,Ellis,Kansas,28553,38.91458712,-99.31751551
40045,Ellis,Oklahoma,3859,36.2180194,-99.75324573
48139,Ellis,Texas,184826,32.34894117,-96.79371841
20053,Ellsworth,Kansas,6102,38.69677695,-98.20462799
1051,Elmore,Alabama,81209,32.59785413,-86.14415284
16039,Elmore,Idaho,27511,43.3507101,-115.4701578
8041,El Paso,Colorado,720403,38.83240149,-104.5251411
48141,El Paso,Texas,839238,31.76980765,-106.2363275
13107,Emanuel,Georgia,22646,32.59221302,-82.30239915
49015,Emery,Utah,10012,38.923030700000005,-111.24878090000001
19063,Emmet,Iowa,9208,43.37782951,-94.67858943
26047,Emmet,Michigan,33415,45.52625509,-84.89083249
38029,Emmons,North Dakota,3241,46.28398398,-100.2389766
51595,Emporia,Virginia,5346,36.69455571,-77.53406129
48143,Erath,Texas,42698,32.23602653,-98.21773417
36029,Erie,New York,918702,42.76249024,-78.73063652
39043,Erie,Ohio,74266,41.36796058,-82.62904521
42049,Erie,Pennsylvania,269728,41.99253829,-80.03301954
1053,Escambia,Alabama,36633,31.1256789,-87.15918694
12033,Escambia,Florida,318316,30.67652764,-87.37284571
32009,Esmeralda,Nevada,873,37.78436681,-117.6319999
25009,Essex,Massachusetts,789034,42.6687626,-70.94687179
34013,Essex,New Jersey,798975,40.78681335,-74.24657979
36031,Essex,New York,36885,44.11630765,-73.77297842
50009,Essex,Vermont,6163,44.72736416,-71.73579864
51057,Essex,Virginia,10953,37.93357639,-76.94230311
21065,Estill,Kentucky,14106,37.69241417,-83.95956369
1055,Etowah,Alabama,102268,34.04567266,-86.04051873
32011,Eureka,Nevada,2029,39.98100864,-116.2683204
22039,Evangeline,Louisiana,33395,30.72985248,-92.39915924
13109,Evans,Georgia,10654,32.15328841,-81.8870105
2090,Fairbanks North Star,Alaska,96849,64.80726247,-146.5692662
51600,Fairfax city,Virginia,24019,38.85157547,-77.29779640000002
51059,Fairfax,Virginia,1147532,38.83677558,-77.27565836
9001,Fairfield,Connecticut,943332,41.26809896,-73.3881171
39045,Fairfield,Ohio,157574,39.75107189,-82.63088163
45039,Fairfield,South Carolina,22347,34.39287073,-81.1195624
30025,Fallon,Montana,2846,46.33478338,-104.4183565
46047,Fall River,South Dakota,6713,43.23929297,-103.5275691
51610,Falls Church,Virginia,14617,38.88485255,-77.17560759
48145,Falls,Texas,17297,31.25350609,-96.93630086
13111,Fannin,Georgia,26188,34.86430205,-84.316964
48147,Fannin,Texas,35514,33.59564294,-96.10751083
27043,Faribault,Minnesota,13653,43.67381499,-93.94787458
46049,Faulk,South Dakota,2299,45.07082625,-99.14535601
5045,Faulkner,Arkansas,126007,35.14719007,-92.33717519
51061,Fauquier,Virginia,71222,38.73564842,-77.80647472
1057,Fayette,Alabama,16302,33.72076938,-87.73886638
13113,Fayette,Georgia,114421,33.41357794,-84.49089434
17051,Fayette,Illinois,21336,39.00072038,-89.02452658
18041,Fayette,Indiana,23102,39.63684962,-85.17797541
19065,Fayette,Iowa,19650,42.86271799,-91.8441231
21067,Fayette,Kentucky,323152,38.0368225,-84.45576892
39047,Fayette,Ohio,28525,39.56021306,-83.4562016
42051,Fayette,Pennsylvania,129274,39.92041012,-79.64291195
47047,Fayette,Tennessee,41133,35.19615831,-89.41399032
48149,Fayette,Texas,25346,29.87788372,-96.92076062
54019,Fayette,West Virginia,42406,38.02974928,-81.08286634
47049,Fentress,Tennessee,18523,36.38128818,-84.92870012
30027,Fergus,Montana,11050,47.26331584,-109.2245206
53019,Ferry,Washington,7627,48.471143100000006,-118.5154041
27045,Fillmore,Minnesota,21067,43.67394126,-92.08980382
31059,Fillmore,Nebraska,5462,40.52458567,-97.59646937
20055,Finney,Kansas,36467,38.04340344,-100.7381938
48151,Fisher,Texas,3830,32.74281316,-100.4019302
12035,Flagler,Florida,115081,29.45933576,-81.31508595
30029,Flathead,Montana,103806,48.29575866,-114.0520569
21069,Fleming,Kentucky,14581,38.36758311,-83.69657514
45041,Florence,South Carolina,138293,34.02361754,-79.70189312
55037,Florence,Wisconsin,4295,45.84963535,-88.39804137
13115,Floyd,Georgia,98498,34.26268279,-85.21577392
18043,Floyd,Indiana,78522,38.32117957,-85.90385377
19067,Floyd,Iowa,15642,43.06000529999999,-92.78940097
21071,Floyd,Kentucky,35589,37.56213922,-82.74750924
48153,Floyd,Texas,5712,34.07227468,-101.3031546
51063,Floyd,Virginia,15749,36.9302126,-80.36738849
51065,Fluvanna,Virginia,27270,37.84157909,-78.27715475
48155,Foard,Texas,1155,33.97308618,-99.7767797
55039,Fond du Lac,Wisconsin,103403,43.75354908,-88.48885325
17053,Ford,Illinois,12961,40.59706922,-88.22350769
20057,Ford,Kansas,33619,37.69200114,-99.88825298
42053,Forest,Pennsylvania,7247,41.51095103,-79.23229292
55041,Forest,Wisconsin,9004,45.66678019,-88.77084892
28035,Forrest,Mississippi,74897,31.18961454,-89.25832496
